name,motor width (mm),motor height (mm),Kv (rms/V),propeller diameter (in),propeller pitch (in),battery (V),min PWM throttle (µs),max PWM throttle (µs),PWM throttle (%),Time (s),PWM throttle signal (µs),Rotation speed (rpm),Thrust (kgf),Torque (N⋅m),Voltage (V),Current (A),Electrical power (W),Mechanical power (W),Motor & ESC efficiency (%),Propeller efficiency (gf/W),Propulsion system efficiency (gf/W)
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,39.6491228070175,144.32587575,1226,7613,0.066584772706363,0.007287916290149,11.289525375366,0.8606979739666,9.71687161762204,5.81015640472091,59.7945165209747,11.4600654557699,6.85249073226487
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,42.9824561403509,137.33985015,1245,8574.99999999998,0.086057943323734,0.008861684312638,11.283933172226,1.1404546380043,12.8688139211957,7.9575435007582,61.835873527176,10.8146368682163,6.68732517625356
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,46.4912280701754,130.2999295,1265,9356.00000000003,0.104972034304018,0.010444263292034,11.279297294617,1.4339340555668,16.1737685136138,10.2328508163111,63.2681913785143,10.2583372110432,6.4902644189362
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,49.8245614035088,123.41915875,1284,9954.00000000007,0.12096549282493,0.011573165422089,11.274857034683,1.6910177099705,19.0659829230344,12.0636412933526,63.2731149610862,10.0272786535509,6.34457154992971
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,53.1578947368421,116.4670721,1303,10693.9999999996,0.141904622125527,0.013271902335076,11.269587039948,2.0283151614666,22.858274256594,14.8628458965873,65.0217323046587,9.54760771341311,6.20801992891441
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,56.4912280701754,109.58393425,1322,11231,0.158599662945491,0.014553654715587,11.264195108414,2.3172600197792,26.1020689797202,17.1166634785136,65.5758878417351,9.26580481906298,6.07613377578282
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,59.8245614035088,102.7734335,1341,11829.0000000004,0.177054791279509,0.016206032902777,11.258877010345,2.6507154679298,29.8440794428407,20.0748988671864,67.2659342890274,8.81971024864867,5.93266050033864
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,63.1578947368421,95.974833600001,1360,12269.9999999998,0.192893207507895,0.017288727283913,11.254334316254,2.9369094872475,33.0529612260615,22.2144826976485,67.2087518746517,8.68321851709443,5.8358827878878
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,66.4912280701754,89.173454000001,1379,12709.0000000004,0.208880690152244,0.018577627548261,11.249480991364,3.2279867434502,36.313175510818,24.7246555174572,68.0872855916759,8.44827504289233,5.75220115602438
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,69.8245614035088,82.354504400001,1398,13225,0.226483655328772,0.020045209181315,11.243529872894,3.5674854683876,40.1111294349312,27.7609862725433,69.2101834668542,8.15834326292554,5.64640434012651
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,73.1578947368421,75.564247650002,1417,13618.9999999996,0.242043631157174,0.021241444976286,11.23853228569,3.8622423696518,43.4059355664916,30.2940888411486,69.7925029049136,7.98979736364954,5.57627955712182
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,76.4912280701754,68.732917900001,1436,13998,0.255866323266753,0.022399021577161,11.233642301559,4.1373168945313,46.4771380813615,32.8339895226149,70.6454632923755,7.79272720089408,5.50520823418259
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,79.8245614035088,61.930788450001,1455,14354.9999999998,0.271587453558228,0.023690441714684,11.228062314987,4.4516026687622,49.9828721664244,35.6127058960741,71.2498188929541,7.62613923105931,5.43361039065428
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,83.3333333333333,55.135375700001,1475,14761.9999999998,0.28593892768089,0.024842050068907,11.22299955368,4.74792345047,53.2859427655316,38.4026550891206,72.0690168851844,7.44581141635427,5.36612308689135
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,86.6666666666667,48.332945250002,1494,15117,0.303239659507222,0.02627020898137,11.217386331558,5.0957184648514,57.1606426570918,41.5870159246925,72.7546332433212,7.2916907540647,5.30504286535694
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,90,41.510118450001,1513,15396.0000000002,0.318076165862185,0.027192920733047,11.212607307434,5.3588160848618,60.0863003923163,43.8422038583561,72.9653907331638,7.25502228149422,5.29365535547035
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,93.3333333333333,34.680427650002,1532,15647.9999999997,0.330465334914594,0.028346904198955,11.208372421265,5.6218499660492,63.0117881159554,46.4507885929669,73.71761694413,7.11431054078229,5.24450019266975
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,96.6666666666667,27.824181650001,1551,15947.9999999997,0.346812509055957,0.029540754660839,11.202658014297,5.9364879322052,66.504444110496,49.3351474752322,74.1832341208096,7.02972478657467,5.21487719647327
Gemfan M2306L 2200kv with Gemfan 6030R,23,6,2200,6,3,11.1,1000,1570,100,20.945003650001,1570,16173.0000000004,0.357326018568737,0.030217186137967,11.198344488144,6.1671085929871,69.0614065200626,51.1768115099403,74.1033438047244,6.9821860335971,5.17403332156191
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,0,1.2564051,1000,0,0.000444983252634,8.7620040556722E-05,11.147148246765,0.016372468452901,0.182506333009971,0,0,,
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,29.1739894551845,150.56313525,1166,4755.99999999998,0.026063482460941,0.00400867633217,11.139004411697,0.41996765941381,4.67802161098049,1.99650984395228,42.6785083520344,13.0545223906065,5.57147542879318
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,32.8646748681898,143.57168025,1187,6480.00000000005,0.04815534284857,0.00590408097167,11.133746051788,0.73452567398548,8.17802232267276,4.00641495986855,48.9900223035728,12.0195594642423,5.88838486232353
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,36.5553602811951,136.6253982,1208,8154.00000000004,0.076633449285764,0.009216776129252,11.125131015778,1.1952276957035,13.2970647083879,7.87006580902785,59.1864895119549,9.73733271681884,5.76318540718415
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,40.4217926186292,129.72041895,1230,9449.99999999996,0.102882916661816,0.01149067067483,11.114540529251,1.6953268182278,18.842778631519,11.3711870717126,60.3477188480662,9.04768482067731,5.46007139784151
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,44.1124780316344,122.802225,1251,10467.0000000002,0.125925270498142,0.013553937265903,11.106832790375,2.1636618614197,24.0314305097001,14.8564933649066,61.8210944991803,8.47610990057704,5.2400239114901
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,47.8031634446397,115.9228916,1272,11511,0.153955344902204,0.015966650524709,11.096028375626,2.7295726919174,30.2874160428493,19.2466651908935,63.5467388953357,7.99906598754822,5.08314557717287
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,51.493848857645,109.1415469,1293,12385.0000000001,0.178105468261527,0.018113820860723,11.086899023056,3.2632537317276,36.1793646102746,23.4927954484501,64.9342400053603,7.58128033985316,4.92284677135946
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,55.1845342706503,102.296153,1314,13096.0000000003,0.197345185335053,0.019953676056093,11.078278913498,3.7348905420303,41.3761591359974,27.3646691450565,66.1363203266713,7.21167810540492,4.76953853271901
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,59.0509666080844,95.38396185,1336,13905.0000000003,0.221535718920477,0.021954486169324,11.068215608597,4.3329793071747,47.9583491993988,31.9685463165488,66.6589798235789,6.92980271066619,4.6193357907168
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,62.7416520210896,88.56731495,1357,14546.0000000003,0.240216207943018,0.023692956265688,11.059949989319,4.8272597503662,53.3892514245027,36.0903799305511,67.5985876700035,6.65596229259065,4.49933650563927
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,66.4323374340949,81.75285895,1378,15054.0000000004,0.259689807334594,0.025577513129591,11.052291269302,5.2860460662842,58.422920787521,40.3217011017319,69.0169210272426,6.44044770530379,4.44499870657037
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,70.1230228471002,74.93893675,1399,15626.9999999998,0.280281768035364,0.027528009826855,11.043248710632,5.7965676689148,64.0129384358345,45.0483662028929,70.3738452001366,6.22179651916798,4.37851745106677
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,73.9894551845343,68.13181735,1421,16153.0000000003,0.300258783458286,0.029038873374734,11.034161863327,6.290653963089,69.4120940549035,49.1203637274875,70.7662899330401,6.11271498566414,4.32574160953548
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,77.6801405975395,61.3231034,1442,16540.0000000003,0.315360211791346,0.030441913813669,11.026046199799,6.6962999200821,73.8337122865356,52.7273658294284,71.4136729639203,5.98095897321189,4.27122248123578
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,81.3708260105448,54.512137,1463,17024.0000000001,0.334411648277659,0.031947668229492,11.017368450165,7.1696683740616,78.9908781425321,56.9546771396688,72.1028534926515,5.87153970617001,4.23354767210263
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,85.0615114235501,47.73462455,1484,17455.0000000004,0.349113206876956,0.033000852092308,11.010565509796,7.5772286558151,83.4295724975557,60.3217072705738,72.3025486824125,5.78752198294064,4.18452589922098
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,88.7521968365554,40.88355135,1505,17775.0000000005,0.3622105631849,0.034410713282377,11.004249286652,7.9243943071365,87.202010401456,64.0518831012266,73.4523009347467,5.65495572725736,4.15369509851177
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,92.6186291739895,34.0781767,1527,18112.0000000002,0.379387835063584,0.035628914117895,10.996848039627,8.3584469509125,91.9165709664684,67.5767986389969,73.5197124179592,5.61417295143438,4.12752380854141
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,96.3093145869947,27.26595125,1548,18462.0000000004,0.392936901132436,0.036797630898869,10.990848026276,8.6995705223083,95.615657504561,71.1421889111204,74.4043295500287,5.52326133264386,4.10954556384964
EMAX RSII 2207 2300Kv Gemfan 5040R,22,7,2300,5,4,11.1,1000,1569,100,20.4724819,1569,18742.0000000004,0.406650304175616,0.037936569662951,10.984384050369,9.0680220794678,99.6066370981,74.4564986809226,74.7505395725711,5.46158241899452,4.08256232739909
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,0,1.2365578999997,1000,0,-0.000808644014331,2.1697271243197E-06,15.978106622696,-0.003806183583802,0.060815607127537,0,0,,
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,19.8,72.57491475,1198,9538.99999999996,0.028257159368828,0.00444120168664,15.52025103569,0.49724119454622,7.7173081646437,4.43641293465822,57.4865333871638,6.36937088251574,3.66153051892971
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,27.8,68.91634555,1278,13150.9999999996,0.056434347879247,0.007177637526969,15.475880861282,1.103641512394,17.0798245593746,9.8848234811722,57.8742682444399,5.70919126545241,3.30415266755607
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,31.8,65.2499676,1318,14755.0000000002,0.073564540979899,0.009056249150274,15.440650424957,1.5294967365265,23.6164244348182,13.9931726924272,59.2518682540137,5.2571738087468,3.11497369904317
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,35.8,61.50507665,1358,16490.0000000001,0.092166178447414,0.010899254130507,15.392862405777,2.0712087774277,31.8818317245822,18.8211455160697,59.0340783385977,4.8969484013989,2.89086835548254
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,43.8,57.76699005,1438,19291.0000000004,0.127969792808023,0.01447407780542,15.31617726326,3.278049993515,50.207194778504,29.2397908520235,58.2382484841443,4.37656320647613,2.5488337552532
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,47.8,54.03118085,1478,20570.9999999998,0.144857123979912,0.016293769179878,15.26608923912,3.9294001150131,59.9865728119984,35.0998759749209,58.5128876839256,4.12699817182867,2.41482580499977
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,55.8,50.1580944,1558,22976,0.184343507271137,0.019955399247656,15.174004745483,5.5191136264801,83.7470563590689,48.0135106296396,57.331580018502,3.83940905077953,2.20119387218527
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,59.8,46.4521114,1598,24053.0000000002,0.202770093377066,0.021897908068077,15.119836587906,6.3395677185059,95.8532279417733,55.1569823017625,57.5431662408573,3.67623617020444,2.11542269082727
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,63.8,42.74332875,1638,25146.0000000003,0.222584947949126,0.024522795029542,15.061285190582,7.3209045934677,110.262231935259,64.5754583377722,58.5653466326422,3.44689691221176,2.01868712470666
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,67.8,39.08659065,1678,26292.0000000001,0.24495020001864,0.027210932277864,14.997979793549,8.3943808841705,125.898754880143,74.9196367547017,59.5078456701387,3.26950597505758,1.94561256981322
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,71.8,35.4724271,1718,27396,0.265994105419425,0.028749574056336,14.924153909683,9.5627122879028,142.715389978678,82.4797223328685,57.793152052621,3.22496363828597,1.86380813911636
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,79.8,31.8540606,1798,29317.0000000003,0.30598846586761,0.033098941735593,14.807004795074,11.845792970657,175.400713317972,101.616036969092,57.9336509224336,3.01122219478683,1.74451095482664
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,83.8,28.20729085,1838,30371.0000000001,0.331364187788042,0.03583263388098,14.754159450531,13.065471401215,192.770048349879,113.963674062669,59.1189736363113,2.90762991377254,1.71896096216469
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,87.8,24.57964665,1878,31378.0000000002,0.356573690217577,0.038167393652402,14.696850919724,14.596265563965,214.519138978295,125.414104306055,58.462897484753,2.84317056833903,1.66219989468471
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,91.8,20.9839764,1918,32468.9999999997,0.382026359392647,0.041448852223924,14.666121492386,16.224286556244,237.947357761159,140.932137860307,59.2282844349832,2.71071144731597,1.60550788622796
HGLRC HF1407 3600kv HQ 3040 - No cool,14,7,3600,3,4,16,1000,2000,95.8,17.42338715,1958,33729.9999999998,0.412616486433145,0.044681674776707,14.678608913422,18.041856803894,264.829360096322,157.824492801345,59.5947869012492,2.61440083924432,1.55804660889212
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,0,1.8828199499998,1000,0,0.00043970592831,0.00015119666055,14.740651950836,0.006601339571935,0.09730804903917,0,0,,
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,23.7,84.33345075,1237,6762.00000000001,0.061246956407114,0.000592241661442,14.738542108536,1.0345283448696,15.2474395733347,0.419375194686709,2.75046307066617,146.043345393539,4.01686828221472
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,30.7,77.5501415,1307,9312.99999999999,0.11890846116626,0.009659678784004,14.7374929142,2.400247323513,35.3736279226004,9.42065079975651,26.6318479415497,12.6221068685969,3.36150030826464
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,37.6,70.83793375,1376,11239.0000000004,0.174629416530507,0.018462649989644,14.735731687546,3.8685202002525,57.0054756987726,21.7295296439317,38.118319999213,8.03650237221195,3.0633796909841
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,44.6,63.8854312,1446,12783.9999999997,0.232571909498616,0.026816761190406,14.734357995987,5.4960690975189,80.9810496535247,35.9005997968697,44.3320998560398,6.47821793548125,2.87193004404943
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,51.5,57.04876135,1515,14124.0000000002,0.284878298075122,0.034042422282421,14.733239116669,7.0611116409302,104.03304623532,50.3508471028451,48.3988972013306,5.65786505027887,2.73834428947448
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,58.4,50.4723576,1584,15233.0000000002,0.336391122860243,0.040778769552525,14.731622266769,8.6423924827576,127.316461537149,65.0501312877806,51.0932604491211,5.17125970694901,2.64216519057192
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,65.4,44.0767952,1654,16226,0.38675011722681,0.047530040134741,14.729607048035,10.238817539215,150.813758989166,80.7622241408076,53.5509655631682,4.78875020272495,2.56442197196739
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,72.3,37.68415755,1723,17569,0.462912284567156,0.058287791925548,14.727688770294,12.814629898071,188.729880845294,107.239125643395,56.8214874947659,4.3166361324736,2.45277686020803
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,79.3,31.1581335,1793,19252.0000000001,0.556607514727894,0.071862783019642,14.723983383179,16.404991502762,241.54682228786,144.880021926738,59.9800984978719,3.84185139762992,2.3043462524403
Lumenier ZIP 2207 1750kv POPO Gemfan Hurricane,22,7,1750,5.1,4.3,14.8,1000,2000,86.2,24.62214325,1862,20373.9999999995,0.623306889158,0.081558533351429,14.721224603653,19.231274967194,283.107918206672,174.010048135141,61.4642109755867,3.58201664695779,2.20165826906678
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,0,30.34349975,1000,0,-0.000189263469333,7.9660923977533E-05,14.701946249342,0.015692043073662,0.230703573811338,0,0,,
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,27.4285714285714,48.88574305,1192,2929.99999999997,0.020303387996125,0.003340629886542,14.701632196341,0.42013266418316,6.17663590248967,1.02500173493591,16.5948220215272,19.8081498831752,3.28712721887027
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,35.4285714285714,68.17430335,1248,4920.00000000004,0.060281701457465,0.009021551645017,14.700880217683,1.1434989138301,16.8104405612669,4.64809462100241,27.6500464343101,12.9691209781062,3.58596797256823
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,43.2857142857143,88.69201155,1303,6651.00000000003,0.110432674334212,0.017748233939384,14.700402460787,2.1291107689025,31.2987851864624,12.3614868251045,39.4951010125825,8.93360773640418,3.52833739956071
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,51.2857142857143,110.1164536,1359,7968.00000000001,0.160008358772129,0.025321060013747,14.698598979426,3.3525933153567,49.2784246835324,21.1280699455501,42.874889124876,7.57325961076864,3.24702666125608
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,59.2857142857143,132.6811122,1415,9300.00000000004,0.219176486816038,0.034635696087807,14.697126182447,4.7800212960558,70.2525761429159,33.7314869982413,48.0145908523281,6.49768232356508,3.11983558254381
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,67.1428571428571,156.4263202,1470,10198.9999999999,0.265528068970688,0.041315068665217,14.696112487501,5.9638483623333,87.6453863912488,44.1260130045354,50.3460761842694,6.01749514381453,3.02957268948957
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,75.1428571428571,181.21209465,1526,11221,0.320054796483519,0.048475269037979,14.693699284562,7.4169641905354,108.982641420092,56.9613676781512,52.2664590763441,5.61880463074419,2.93675022290764
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,83.1428571428571,207.1522258,1582,12365.9999999999,0.390146868801793,0.057917923781316,14.693015889733,9.8156486047926,144.221480918253,75.0016547361448,52.0044963195578,5.20184348164485,2.70519250196116
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,91,234.2316716,1637,13312.9999999997,0.453058289765057,0.066377923008166,14.689745472094,12.410954289028,182.313759571615,92.539725946752,50.7584979675665,4.89582484851696,2.48504715623009
QAV 2206 2000Kv With 6045 Plastic,22,6,2000,6,4.5,14.8,1000,1700,99,262.42355515,1693,14230.0000000004,0.515071832637608,0.073157113666009,14.686605167455,15.50659714924,227.739269821671,109.015959253645,47.868757697787,4.72473788392029,2.26167332950935
